Index,date,regional_code,regional_name,organisation_code,organisation_name,diagnostic_id,diagnostic_test_name,total_waiting_list,number_waiting_6_plus_weeks,number_waiting_13_plus_weeks,percentage_waiting_6_plus_weeks,planned_tests_or_procedures,unscheduled_tests_or_procedures,waiting_list_tests_or_procedures_excluding_planned
7219,01/11/2024,Y56,London ,RRV,University College London Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,126,49,8,0.389,0,0,92
7235,01/11/2024,Y56,London ,RAL,Royal Free London NHS Foundation Trust,6,Audiology - Audiology Assessments,237,0,0,0,0,490,531
7268,01/11/2024,Y56,London ,RJ1,Guy's and St Thomas' NHS Foundation Trust,6,Audiology - Audiology Assessments,885,202,14,0.228,567,3,644
7273,01/11/2024,Y56,London ,RAT,North East London NHS Foundation Trust,6,Audiology - Audiology Assessments,745,518,323,0.695,40,0,81
7283,01/11/2024,Y56,London ,RJ2,Lewisham and Greenwich NHS Trust,6,Audiology - Audiology Assessments,47,0,0,0,0,0,36
7287,01/11/2024,Y56,London ,RPG,Oxleas NHS Foundation Trust,6,Audiology - Audiology Assessments,117,94,58,0.803,93,0,37
7298,01/11/2024,Y56,London ,RYJ,Imperial College Healthcare NHS Trust,6,Audiology - Audiology Assessments,454,22,3,0.048,342,0,796
7303,01/11/2024,Y56,London ,RAX,Kingston and Richmond NHS Foundation Trust,6,Audiology - Audiology Assessments,570,85,5,0.149,80,0,275
7305,01/11/2024,Y56,London ,R1K,London North West University Healthcare NHS Trust,6,Audiology - Audiology Assessments,323,109,40,0.337,0,0,265
7432,01/11/2024,Y60,Midlands ,RT5,Leicestershire Partnership NHS Trust,6,Audiology - Audiology Assessments,1793,1375,1052,0.767,0,0,334
7434,01/11/2024,Y60,Midlands ,RNQ,Kettering General Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,381,8,1,0.021,372,0,712
7435,01/11/2024,Y60,Midlands ,RLT,George Eliot Hospital NHS Trust,6,Audiology - Audiology Assessments,0,0,0,0,0,0,13
7436,01/11/2024,Y60,Midlands ,RYG,Coventry and Warwickshire Partnership NHS Trust,6,Audiology - Audiology Assessments,124,0,0,0,7,0,97
7437,01/11/2024,Y60,Midlands ,RQ3,Birmingham Women's and Children's NHS Foundation Trust,6,Audiology - Audiology Assessments,264,45,27,0.17,240,1,471
7454,01/11/2024,Y60,Midlands ,RRE,Midlands Partnership University NHS Foundation Trust,6,Audiology - Audiology Assessments,426,216,132,0.507,60,0,80
7455,01/11/2024,Y60,Midlands ,RX1,Nottingham University Hospitals NHS Trust,6,Audiology - Audiology Assessments,805,307,43,0.381,346,0,482
7466,01/11/2024,Y60,Midlands ,RNS,Northampton General Hospital NHS Trust,6,Audiology - Audiology Assessments,321,4,0,0.012,303,6,565
7472,01/11/2024,Y60,Midlands ,RK5,Sherwood Forest Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,785,268,3,0.341,0,0,385
7475,01/11/2024,Y60,Midlands ,NXX,Scrivens Ltd,6,Audiology - Audiology Assessments,2042,0,0,0,0,0,2042
7477,01/11/2024,Y60,Midlands ,RXK,Sandwell and West Birmingham Hospitals NHS Trust,6,Audiology - Audiology Assessments,1632,459,28,0.281,146,0,697
8623,01/11/2024,Y60,Midlands ,RFS,Chesterfield Royal Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,1870,1217,732,0.651,699,0,434
8876,01/11/2024,Y60,Midlands ,RL4,The Royal Wolverhampton NHS Trust,6,Audiology - Audiology Assessments,302,58,18,0.192,363,0,149
8878,01/11/2024,Y60,Midlands ,R1D,Shropshire Community Health NHS Trust,6,Audiology - Audiology Assessments,348,68,4,0.195,79,0,115
8882,01/11/2024,Y60,Midlands ,RJC,South Warwickshire University NHS Foundation Trust,6,Audiology - Audiology Assessments,383,144,49,0.376,99,584,231
8892,01/11/2024,Y60,Midlands ,NYN,Specsavers Hearcare Group Ltd,6,Audiology - Audiology Assessments,5243,322,5,0.061,21710,0,0
8902,01/11/2024,Y60,Midlands ,RRK,University Hospitals Birmingham NHS Foundation Trust,6,Audiology - Audiology Assessments,379,74,9,0.195,934,0,0
8905,01/11/2024,Y60,Midlands ,RWD,United Lincolnshire Teaching Hospitals NHS Trust,6,Audiology - Audiology Assessments,2015,1431,1094,0.71,604,0,211
8907,01/11/2024,Y60,Midlands ,RXW,The Shrewsbury and Telford Hospital NHS Trust,6,Audiology - Audiology Assessments,894,214,13,0.239,28,33,952
8933,01/11/2024,Y60,Midlands ,RKB,University Hospitals Coventry and Warwickshire NHS Trust,6,Audiology - Audiology Assessments,981,425,189,0.433,0,0,522
8983,01/11/2024,Y60,Midlands ,RNA,The Dudley Group NHS Foundation Trust,6,Audiology - Audiology Assessments,405,32,1,0.079,1,0,318
9002,01/11/2024,Y60,Midlands ,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,6,Audiology - Audiology Assessments,1159,775,536,0.669,197,280,609
9092,01/11/2024,Y60,Midlands ,RLQ,Wye Valley NHS Trust,6,Audiology - Audiology Assessments,302,86,29,0.285,0,0,322
9094,01/11/2024,Y60,Midlands ,RWP,Worcestershire Acute Hospitals NHS Trust,6,Audiology - Audiology Assessments,1307,926,699,0.708,0,0,1197
9096,01/11/2024,Y60,Midlands ,RBK,Walsall Healthcare NHS Trust,6,Audiology - Audiology Assessments,289,30,0,0.104,6,0,773
9097,01/11/2024,Y60,Midlands ,RJE,University Hospitals of North Midlands NHS Trust,6,Audiology - Audiology Assessments,458,21,4,0.046,0,0,349
9098,01/11/2024,Y60,Midlands ,RWE,University Hospitals of Leicester NHS Trust,6,Audiology - Audiology Assessments,1196,110,0,0.092,0,0,1463
16349,01/11/2024,Y63,North East and Yorkshire ,RTR,South Tees Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,600,280,41,0.467,29,0,942
16356,01/11/2024,Y63,North East and Yorkshire ,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,3887,2870,1842,0.738,0,0,2587
16663,01/11/2024,Y63,North East and Yorkshire ,RCD,Harrogate and District NHS Foundation Trust,6,Audiology - Audiology Assessments,243,147,84,0.605,0,0,847
16664,01/11/2024,Y63,North East and Yorkshire ,RY6,Leeds Community Healthcare NHS Trust,6,Audiology - Audiology Assessments,553,220,44,0.398,107,0,184
16667,01/11/2024,Y63,North East and Yorkshire ,RWA,Hull University Teaching Hospitals NHS Trust,6,Audiology - Audiology Assessments,451,8,0,0.018,0,0,624
16686,01/11/2024,Y63,North East and Yorkshire ,RR8,Leeds Teaching Hospitals NHS Trust,6,Audiology - Audiology Assessments,343,47,0,0.137,0,6,393
16695,01/11/2024,Y63,North East and Yorkshire ,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,6,Audiology - Audiology Assessments,1639,776,269,0.473,0,0,437
16696,01/11/2024,Y63,North East and Yorkshire ,RVW,North Tees and Hartlepool NHS Foundation Trust,6,Audiology - Audiology Assessments,162,4,0,0.025,0,0,387
16697,01/11/2024,Y63,North East and Yorkshire ,RNN,North Cumbria Integrated Care NHS Foundation Trust,6,Audiology - Audiology Assessments,520,15,0,0.029,159,18,660
16698,01/11/2024,Y63,North East and Yorkshire ,NX2,Minor Ops Ltd,6,Audiology - Audiology Assessments,15,0,0,0,0,0,54
16703,01/11/2024,Y63,North East and Yorkshire ,RXF,Mid Yorkshire Teaching NHS Trust,6,Audiology - Audiology Assessments,333,0,0,0,130,0,1053
16705,01/11/2024,Y63,North East and Yorkshire ,B86059,Meanwood Health Centre,6,Audiology - Audiology Assessments,232,6,0,0.026,150,0,82
16713,01/11/2024,Y63,North East and Yorkshire ,NQH,Novus Health Ltd,6,Audiology - Audiology Assessments,0,0,0,0,160,12,143
16716,01/11/2024,Y63,North East and Yorkshire ,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,2258,2054,1831,0.91,0,0,311
16724,01/11/2024,Y63,North East and Yorkshire ,RWY,Calderdale and Huddersfield NHS Foundation Trust,6,Audiology - Audiology Assessments,197,0,0,0,85,0,531
16726,01/11/2024,Y63,North East and Yorkshire ,RAE,Bradford Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,580,150,9,0.259,0,0,427
16752,01/11/2024,Y63,North East and Yorkshire ,RR7,Gateshead Health NHS Foundation Trust,6,Audiology - Audiology Assessments,536,163,13,0.304,0,0,1216
16864,01/11/2024,Y63,North East and Yorkshire ,RCU,Sheffield Children's NHS Foundation Trust,6,Audiology - Audiology Assessments,246,5,1,0.02,564,0,404
16869,01/11/2024,Y63,North East and Yorkshire ,RXG,South West Yorkshire Partnership NHS Foundation Trust,6,Audiology - Audiology Assessments,211,81,0,0.384,94,0,66
16871,01/11/2024,Y63,North East and Yorkshire ,RFR,The Rotherham NHS Foundation Trust,6,Audiology - Audiology Assessments,353,0,0,0,15,0,549
16875,01/11/2024,Y63,North East and Yorkshire ,AGA,Westcliffe Health Innovations Ltd,6,Audiology - Audiology Assessments,84,36,3,0.429,0,0,0
16877,01/11/2024,Y63,North East and Yorkshire ,NEQ,Phoenix Health Solutions Limited HQ,6,Audiology - Audiology Assessments,32,1,0,0.031,2,0,0
16878,01/11/2024,Y63,North East and Yorkshire ,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,168,10,2,0.06,0,0,201
16886,01/11/2024,Y63,North East and Yorkshire ,NT351,Spire Hull and East Riding Hospital,6,Audiology - Audiology Assessments,0,0,0,0,0,0,3
16889,01/11/2024,Y63,North East and Yorkshire ,RXP,County Durham and Darlington NHS Foundation Trust,6,Audiology - Audiology Assessments,225,45,4,0.2,437,0,1064
16893,01/11/2024,Y63,North East and Yorkshire ,NID,The Living Care Group,6,Audiology - Audiology Assessments,354,0,0,0,0,0,354
16903,01/11/2024,Y63,North East and Yorkshire ,RFF,Barnsley Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,148,45,2,0.304,298,0,0
16905,01/11/2024,Y63,North East and Yorkshire ,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,808,277,212,0.343,57,0,557
16908,01/11/2024,Y63,North East and Yorkshire ,RCF,Airedale NHS Foundation Trust,6,Audiology - Audiology Assessments,413,32,3,0.077,81,0,399
16914,01/11/2024,Y63,North East and Yorkshire ,R0B,South Tyneside and Sunderland NHS Foundation Trust,6,Audiology - Audiology Assessments,744,145,35,0.195,0,0,1003
20084,01/11/2024,Y62,North West ,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,6,Audiology - Audiology Assessments,96,0,0,0,29,0,472
20085,01/11/2024,Y62,North West ,RWJ,Stockport NHS Foundation Trust,6,Audiology - Audiology Assessments,1042,773,524,0.742,0,0,294
20090,01/11/2024,Y62,North West ,NT339,Spire Regency Hospital,6,Audiology - Audiology Assessments,0,0,0,0,0,0,3
20093,01/11/2024,Y62,North West ,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,6,Audiology - Audiology Assessments,494,73,35,0.148,143,0,633
20110,01/11/2024,Y62,North West ,NT337,Spire Liverpool Hospital,6,Audiology - Audiology Assessments,0,0,0,0,0,0,45
20115,01/11/2024,Y62,North West ,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,279,6,0,0.022,406,0,279
20116,01/11/2024,Y62,North West ,NRP,Beacon Medical Services Group Limited,6,Audiology - Audiology Assessments,0,0,0,0,82,0,64
20117,01/11/2024,Y62,North West ,REM,Liverpool University Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,154,2,1,0.013,243,2,501
20120,01/11/2024,Y62,North West ,RMC,Bolton NHS Foundation Trust,6,Audiology - Audiology Assessments,560,263,90,0.47,0,0,597
20130,01/11/2024,Y62,North West ,RY2,Bridgewater Community Healthcare NHS Foundation Trust,6,Audiology - Audiology Assessments,184,71,17,0.386,271,0,197
20131,01/11/2024,Y62,North West ,RJR,Countess of Chester Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,295,36,9,0.122,395,0,209
20132,01/11/2024,Y62,North West ,RJN,East Cheshire NHS Trust,6,Audiology - Audiology Assessments,296,60,2,0.203,0,0,381
20136,01/11/2024,Y62,North West ,NT324,Spire Cheshire Hospital,6,Audiology - Audiology Assessments,0,0,0,0,0,0,25
20139,01/11/2024,Y62,North West ,DXV,Omnes Healthcare Ltd,6,Audiology - Audiology Assessments,755,612,408,0.811,79,0,0
20141,01/11/2024,Y62,North West ,NVC12,Oaklands Hospital,6,Audiology - Audiology Assessments,2,1,0,0.5,0,0,0
20142,01/11/2024,Y62,North West ,RM3,Northern Care Alliance NHS Foundation Trust,6,Audiology - Audiology Assessments,1250,131,1,0.105,424,0,1210
20143,01/11/2024,Y62,North West ,RBT,Mid Cheshire Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,385,2,0,0.005,0,0,491
20145,01/11/2024,Y62,North West ,R0A,Manchester University NHS Foundation Trust,6,Audiology - Audiology Assessments,955,60,1,0.063,26,0,419
20146,01/11/2024,Y62,North West ,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,653,269,105,0.412,0,0,596
20147,01/11/2024,Y62,North West ,NVG01,Fairfield Hospital,6,Audiology - Audiology Assessments,16,1,0,0.063,0,0,20
20149,01/11/2024,Y62,North West ,RXR,East Lancashire Hospitals NHS Trust,6,Audiology - Audiology Assessments,264,23,5,0.087,0,0,615
20413,01/11/2024,Y62,North West ,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",6,Audiology - Audiology Assessments,315,1,0,0.003,457,0,894
20416,01/11/2024,Y62,North West ,NPF01,The Industrial Diagnostics Company,6,Audiology - Audiology Assessments,29,0,0,0,0,0,64
20420,01/11/2024,Y62,North West ,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,6,Audiology - Audiology Assessments,341,16,0,0.047,0,0,902
20455,01/11/2024,Y62,North West ,RBL,Wirral University Teaching Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,0,0,0,0,47,0,81
21581,01/11/2024,Y62,North West ,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,322,3,0,0.009,0,0,916
23157,01/11/2024,Y59,South East ,NV1,Inhealth Limited,6,Audiology - Audiology Assessments,1992,419,81,0.21,2,0,1265
23160,01/11/2024,Y59,South East ,RN5,Hampshire Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,800,46,3,0.058,0,0,766
23162,01/11/2024,Y59,South East ,RW1,Hampshire and Isle of Wight Healthcare NHS Foundation Trust,6,Audiology - Audiology Assessments,93,0,0,0,0,0,180
23244,01/11/2024,Y59,South East ,NWF01,Benenden Hospital,6,Audiology - Audiology Assessments,0,0,0,0,20,0,0
23246,01/11/2024,Y59,South East ,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,258,1,0,0.004,0,12,152
23259,01/11/2024,Y59,South East ,NWT,Action For Deafness,6,Audiology - Audiology Assessments,386,43,0,0.111,0,0,451
23263,01/11/2024,Y59,South East ,RWX,Berkshire Healthcare NHS Foundation Trust,6,Audiology - Audiology Assessments,332,5,0,0.015,261,172,0
23269,01/11/2024,Y59,South East ,NDJ,First Community Health and Care CIC,6,Audiology - Audiology Assessments,571,333,98,0.583,200,0,0
23274,01/11/2024,Y59,South East ,NVM,Epsomedical Group,6,Audiology - Audiology Assessments,24,4,0,0.167,54,1,7
23277,01/11/2024,Y59,South East ,RXC,East Sussex Healthcare NHS Trust,6,Audiology - Audiology Assessments,334,35,1,0.105,0,0,977
23278,01/11/2024,Y59,South East ,RVV,East Kent Hospitals University NHS Foundation Trust,6,Audiology - Audiology Assessments,196,97,40,0.495,0,0,85
23281,01/11/2024,Y59,South East ,NNE,Dorking Healthcare Limited (DHC),6,Audiology - Audiology Assessments,0,0,0,0,93,0,0
23282,01/11/2024,Y59,South East ,RXQ,Buckinghamshire Healthcare NHS Trust,6,Audiology - Audiology Assessments,394,6,0,0.015,570,0,0
23334,01/11/2024,Y59,South East ,RDU,Frimley Health NHS Foundation Trust,6,Audiology - Audiology Assessments,725,382,108,0.527,0,0,106
23526,01/11/2024,Y59,South East ,RDR,Sussex Community NHS Foundation Trust,6,Audiology - Audiology Assessments,128,2,0,0.016,0,0,136
23549,01/11/2024,Y59,South East ,RWF,Maidstone and Tunbridge Wells NHS Trust,6,Audiology - Audiology Assessments,544,0,0,0,0,1,974
23553,01/11/2024,Y59,South East ,RTH,Oxford University Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,2200,1821,1494,0.828,15,12,103
23555,01/11/2024,Y59,South East ,RHU,Portsmouth Hospitals University National Health Service Trust,6,Audiology - Audiology Assessments,1984,1708,1062,0.861,0,0,318
23557,01/11/2024,Y59,South East ,RHW,Royal Berkshire NHS Foundation Trust,6,Audiology - Audiology Assessments,428,37,2,0.086,119,0,598
23558,01/11/2024,Y59,South East ,G82050,Sydenham House Medical Centre,6,Audiology - Audiology Assessments,0,0,0,0,34,0,0
23562,01/11/2024,Y59,South East ,RA2,Royal Surrey County Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,215,140,95,0.651,0,0,62
23563,01/11/2024,Y59,South East ,RYR,University Hospitals Sussex NHS Foundation Trust,6,Audiology - Audiology Assessments,635,445,276,0.701,325,1761,1066
23596,01/11/2024,Y59,South East ,RHM,University Hospital Southampton NHS Foundation Trust,6,Audiology - Audiology Assessments,298,4,2,0.013,117,0,202
23602,01/11/2024,Y59,South East ,RYY,Kent Community Health NHS Foundation Trust,6,Audiology - Audiology Assessments,532,42,0,0.079,333,0,260
24157,01/11/2024,Y59,South East ,RPA,Medway NHS Foundation Trust,6,Audiology - Audiology Assessments,628,46,3,0.073,28,231,596
28332,01/11/2024,Y58,South West ,NX0,Chime Social Enterprise,6,Audiology - Audiology Assessments,5489,3968,2264,0.723,984,0,0
29352,01/11/2024,Y58,South West ,NCL01,Express Diagnostics (Derriford),6,Audiology - Audiology Assessments,77,0,0,0,0,0,175
29928,01/11/2024,Y58,South West ,RD1,Royal United Hospitals Bath NHS Foundation Trust,6,Audiology - Audiology Assessments,236,51,24,0.216,112,0,283
29934,01/11/2024,Y58,South West ,RNZ,Salisbury NHS Foundation Trust,6,Audiology - Audiology Assessments,719,188,65,0.261,139,0,264
29936,01/11/2024,Y58,South West ,RH5,Somerset NHS Foundation Trust,6,Audiology - Audiology Assessments,1025,47,1,0.046,17,0,789
29937,01/11/2024,Y58,South West ,NQT5K,St Martins Hospital,6,Audiology - Audiology Assessments,333,85,22,0.255,436,0,266
29938,01/11/2024,Y58,South West ,NFC01,The Outside Clinic HQ,6,Audiology - Audiology Assessments,1143,53,13,0.046,0,0,1373
29939,01/11/2024,Y58,South West ,RA9,Torbay and South Devon NHS Foundation Trust,6,Audiology - Audiology Assessments,532,49,1,0.092,0,0,935
29940,01/11/2024,Y58,South West ,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,6,Audiology - Audiology Assessments,1126,94,3,0.083,0,0,1484
29960,01/11/2024,Y58,South West ,RDY,Dorset Healthcare University NHS Foundation Trust,6,Audiology - Audiology Assessments,1621,181,0,0.112,0,0,721
29961,01/11/2024,Y58,South West ,RK9,University Hospitals Plymouth NHS Trust,6,Audiology - Audiology Assessments,576,19,0,0.033,0,0,1450
29962,01/11/2024,Y58,South West ,RTE,Gloucestershire Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,873,8,1,0.009,926,0,0
29965,01/11/2024,Y58,South West ,RN3,Great Western Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,571,33,14,0.058,448,0,845
29966,01/11/2024,Y58,South West ,REF,Royal Cornwall Hospitals NHS Trust,6,Audiology - Audiology Assessments,105,1,0,0.01,317,296,183
29976,01/11/2024,Y58,South West ,RH8,Royal Devon University Healthcare NHS Foundation Trust,6,Audiology - Audiology Assessments,251,3,0,0.012,0,0,273
59,01/12/2024,Y61,East of England ,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,428,61,10,0.143,227,0,440
60,01/12/2024,Y61,East of England ,RGN,North West Anglia NHS Foundation Trust,6,Audiology - Audiology Assessments,420,286,213,0.681,0,0,233
65,01/12/2024,Y61,East of England ,RGT,Cambridge University Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,342,85,29,0.249,294,0,899
81,01/12/2024,Y61,East of England ,RC9,Bedfordshire Hospitals NHS Foundation Trust,6,Audiology - Audiology Assessments,612,420,209,0.686,0,0,146
86,01/12/2024,Y61,East of England ,RD8,Milton Keynes University Hospital NHS Foundation Trust,6,Audiology - Audiology Assessments,1283,1006,786,0.784,7,0,138
88,01/12/2024,Y61,East of England ,RAJ,Mid and South Essex NHS Foundation Trust,6,Audiology - Audiology Assessments,1059,82,22,0.077,167,0,1261
